from,to,type
SeKirku1880,ThLawre1830,FromODNB
SeKirku1880,ThTroll1892,FromODNB
SeKirku1880,WaLando1864,FromODNB
SeKirku1880,WiHilto1839,FromODNB
SeMacDo1754,SyOHall1807,FromODNB
SePlump1782,JoFoste1774,NicholsAnec
SeSteve1853,WiSteve1821,FromODNB
SeSteve1853,WiSteve1821,partners
ShBarri1826,ThBerna1818,FromODNB
ShBarri1826,ThBurge1837,FromODNB
ShBarri1826,WiAtkin1839,FromODNB
ShBarri1826,WiBulme1830,FromODNB
ShBarri1826,WiDarne1865,FromODNB
ShBarri1826,WiGilly1855,FromODNB
ShBarri1826,WiPaley1805,FromODNB
ShBarri1826,WiSavag1843,FromODNB
ShBarri1826,WiWilbe1833,FromODNB
ShBarri1826,ThBurge1837,correspondents
ShBarri1826,ThWarto1790,correspondents
ShBarri1826,WiGilpi1804,correspondents
ShBrook1874,ToTaylo1880,FromODNB
ShBrook1874,WiAinsw1882,FromODNB
ShBrook1874,WiBradb1869,FromODNB
ShBrook1874,ThCarly1881,correspondents
ShBrook1874,ToTaylo1880,correspondents
ShBrook1874,WiBradb1869,correspondents
ShGrace1850,WiMason1853,correspondents
ShManne1742,ThStrad1738,TravItaly
ShPalme1852,ThSalt1817,FromODNB
ShTurne1847,WiEllis1881,FromODNB
ShTurne1847,WiSmith1872,FromODNB
ShTurne1847,WiWatts1851,FromODNB
SiBeauc1744,ThReeve1737,FromODNB
SiBevan1765,WiCookw1780,FromODNB
SiBevan1765,TiBevan1786,partners
SiBevan1765,WiCookw1780,partners
SiBevan1830,ThLever1824,FromODNB
SiColvi1927,WiGlads1898,correspondents
SiDegge1729,ThAnson1773,TravItaly
SiDegge1729,WiMytto1746,TravItaly
SiDigby1720,WiKing1729,correspondents
SiFrase1777,WiPhill1781,FromODNB
SiFrase1782,SiFrase1813,FromODNB
SiHarco1720,AmPhili1749,FromODNB
SiHarco1720,FrAtter1732,FromODNB
SiHarco1720,JoPhili1709,FromODNB
SiHarco1720,LdHarco1,FromODNB
SiHarco1720,LdHarco1a,FromODNB
SiHarco1720,WiDelau1728,FromODNB
SiHardi1809,ThMedla1833,FromODNB
SiHardi1809,WiGardi1814,FromODNB
SiHardi1809,WiPerfe1809,FromODNB
SiLeBla1816,SoLawre1814,FromODNB
SiNewpo1843,WiEllio1818,correspondents
SiNewpo1843,WiMason1853,correspondents
SiOckle1720,SiPatri1707,FromODNB
SiOckle1720,ThFreke1721,FromODNB
SiOckle1720,WiWhist1752,FromODNB
SiOckle1720,ThFreke1721,NicholsAnec
SiOckle1720,WiWotto1727,NicholsAnec
SiOlive1798,LdJClare1,FromODNB
SiPatri1707,WiSherl1707,correspondents
SiRaven1774,ThCook1818,FromODNB
SiRaven1774,ViPicot1802,FromODNB
SiRaven1774,WiHogar1764,FromODNB
SiRaven1774,WiRylan1783,FromODNB
SiRaven1774,WiWooll1785,FromODNB
SiSling1811,ThJeffe1807,FromODNB
SiSling1811,ThJeffe1807,partners
SiSmith1840,WiHoste1828,FromODNB
SiSmith1840,WiStrat1853,FromODNB
SiSmith1840,WiPitt1806,correspondents
SiTaylor1813,StFulle1799,correspondents
SiVierp1810,StBecki1813,TravItaly
SiVierp1810,ThPatch1782,TravItaly
SiWilki1862,WiTaylo1836,FromODNB
SkLutwi1814,LdNelso,correspondents
SmLethe1760,WiHudde1772,FromODNB
SmLethe1760,WiLethe1756,FromODNB
SmLethe1760,WiBowye1777,NicholsAnec
SmLethe1760,WiLethe1756,NicholsAnec
SmLethe1760,ThDereh1739,TravItaly
SmLethe1760,WiHudde1772,correspondents
SmTenna1815,JoWhish1840,FromODNB
SmTenna1815,WiWolla1828,FromODNB
SmTenna1815,WiWolla1828,partners
SnBarne1825,WiPitt1806,correspondents
SnDavie1769,WiDunco1769,FromODNB
SoBadde1786,TaWilki1803,FromODNB
SoBadde1786,ThArne1778,FromODNB
SoBaill1845,WaScott,correspondents
SoBrune1855,ThMudge1843,FromODNB
SoBurde1844,ThCampb1844,correspondents
SoBurde1844,ThMoore1852,correspondents
SoBurre1802,WiBurre1796,FromODNB
SoBurre1802,WiLock1810,FromODNB
SoDelan1812,ThHicke1824,TravItaly
SoDelan1812,WaWynn1789,TravItaly
SoDelan1812,WiMylne1790,TravItaly
SoDelan1812,WiParry1791,TravItaly
SoDisne1856,GuHead1800,TravItaly
SoDusse1847,JaDusse1812,FromODNB
SoEmlyn1754,WiWhist1752,FromODNB
SoHodgs1800,ThBewic1828,FromODNB
SoHodgs1800,ThSlack1784,FromODNB
SoHodgs1800,WiHutch1814,FromODNB
SoHodgs1800,WiPrest1835,FromODNB
SoJenyn1787,WiHawki1801,FromODNB
SoLawre1814,HeDampi1816,FromODNB
SoLawre1814,ThLawre1783,FromODNB
SoLawre1814,ViGibbs1820,FromODNB
SoLee1824,ThHarri1820,FromODNB
SoLee1824,ThLawre1830,FromODNB
SoLee1824,ThCadel1836,correspondents
SoLee1824,ThLawre1830,correspondents
SoLee1824,WiDavie1820,correspondents
SoLee1824,WiGodwi1836,correspondents
SoLockh1837,SuFerri1854,correspondents
SoLockh1837,WaScott,correspondents
SoLockh1837,WiRose1843,correspondents
SoNewdi1774,WiSteph1753,correspondents
SoPoole1891,RePoole1872,FromODNB
SoRaffl1858,ThHorsf1859,FromODNB
SoShedd1819,WaScott,correspondents
SoSmith1861,ThTooke1858,FromODNB
SoSmith1861,WiBlake1821,FromODNB
SoSmith1861,WiFox1864,FromODNB
SpBarry1777,ChMackl1797,FromODNB
SpBarry1777,SuCibbe1766,FromODNB
SpBarry1777,ThJeffe1807,FromODNB
SpBarry1777,ThSheri1788,FromODNB
SpBarry1777,WiSmith1819,FromODNB
SpCowpe1774,WiGostl1777,correspondents
SpCowpe1797,JoGarth1810,FromODNB
SpCowpe1797,ThEbdon1811,FromODNB
SpFores1822,EdDodwe1832,FromODNB
SpFores1822,WiBenti1839,correspondents
SpHall1875,WiHall1847,FromODNB
SpHall1875,ThPhill1872,correspondents
SpHall1885,WiHowit1879,FromODNB
SpMadan1813,SpMadan1836,FromODNB
SpMadan1813,ThHawei1820,FromODNB
SpMadan1813,WiVyse1816,FromODNB
SpMadan1813,ThHawei1820,correspondents
SpMadan1836,WiInge1838,FromODNB
SpPerce1812,LdNorth,FromODNB
SpPerce1812,LdRedes1,FromODNB
SpPerce1812,ThGisbo1846,FromODNB
SpPerce1812,ThMathi1835,FromODNB
SpPerce1812,ThPlume1824,FromODNB
SpPerce1812,ThWilso1798,FromODNB
SpPerce1812,ViGibbs1820,FromODNB
SpPerce1812,WiBenti1839,FromODNB
SpPerce1812,WiManse1820,FromODNB
SpPerce1812,WiPitt1806,FromODNB
SpPerce1812,WiWilbe1833,FromODNB
SpPerce1812,LdRedes1,correspondents
SpPerce1812,StLushi1868,correspondents
SpPerce1812,ThClark1833,correspondents
SpPerce1812,ThLethb1849,correspondents
SpPerce1812,ThMathi1835,correspondents
SpPerce1812,ViGibbs1820,correspondents
SpPerce1812,WiAdam1839,correspondents
SpPerce1812,WiAstel1847,correspondents
SpPerce1812,WiBagwe1826,correspondents
SpPerce1812,WiHuski1830,correspondents
SpPerce1812,WiPitt1806,correspondents
SpWalpo1898,SpWalpo1907,FromODNB
SpWalpo1898,WiHeath1881,FromODNB
SpWalpo1898,WiGlads1898,correspondents
SpWalpo1898,WiHeath1881,correspondents
SpWalpo1907,WiCooke1880,FromODNB
SpWalpo1907,WiGlads1898,FromODNB
SpWalpo1907,ThHuxle1895,correspondents
SqPayne1750,RiCumbe1718,FromODNB
StAddin1796,ThHill1851,FromODNB
StAddin1796,WiWood1808,FromODNB
StAdey1801,StLushi1807,partners
StAdey1801,WiLushi1823,partners
StAllen1763,FrBurne1840,FromODNB
StAptho1790,WiCole1782,NicholsAnec
StAshe1718,ThLinds1724,FromODNB
StAshe1718,WiKing1729,FromODNB
StAshe1718,ThMolyn1733,correspondents
StAshe1718,WiKing1729,correspondents
StAshe1718,WiMusgr1721,correspondents
StAshe1721,JoSmibe1751,TravItaly
StAuste1750,WiBowma1744,NicholsAnec
StBarre1801,WyKnatc1749,NicholsAnec
StBecki1813,ThJenki1798,FromODNB
StBecki1813,ThJenki1798,TravItaly
StCassa1841,DuCambr,correspondents
StCassa1841,LdCaled2,correspondents
StCassa1841,RiHoare1838,correspondents
StCotto1863,WiCrock1844,FromODNB
StCottr1818,StPorte1789,correspondents
StCottr1818,WiCartw1847,correspondents
StDemai1782,StDemai1854,FromODNB
StDemai1854,StRigau1839,FromODNB
StDuck1756,QuCaroline,FromODNB
StDuck1756,ThMarry1792,FromODNB
StDuck1756,WiOlive1764,FromODNB
StDuck1756,WiOlive1764,correspondents
StElvey1860,WiCrotc1847,FromODNB
StFairb1742,ThHardy1732,FromODNB
StFairb1742,ThErle1720,correspondents
StFreem1821,WiPoynt1789,TravItaly
StFulle1799,TeLuttr1803,correspondents
StGasel1839,ViGibbs1820,FromODNB
StGiffa1858,WiMagin1842,FromODNB
StGlyn1874,ThGrenv1846,FromODNB
StGlyn1874,WiGlads1898,FromODNB
StGlyn1874,WiGlads1898,correspondents
StGray1736,ZaWilli1755,FromODNB
StGrima1863,WiGrima1830,FromODNB
StGrinf1808,ThClark1806,TravItaly
StGrinf1808,WiCunyn1828,TravItaly
StHales1761,LdRomne2,FromODNB
StHales1761,ThYeoma1781,FromODNB
StHales1761,WiShipl803,FromODNB
StHales1761,WiStuke1765,FromODNB
StHales1761,WiStuke1765,NicholsAnec
StHales1761,ThBirch1766,correspondents
StHales1761,ThYeoma1781,correspondents
StHammi1867,William4,FromODNB
StHodgs1798,ThDesag1780,FromODNB
StJacob1851,ThGarni1873,FromODNB
StJanss1777,ThJanss1748,FromODNB
StJanss1777,ThJanss1748,partners
StJones1827,ThWrigh1797,FromODNB
StJones1827,WiPrest1818,FromODNB
StKembl1822,TaWilki1803,FromODNB
StKembl1822,ThBlanc1797,FromODNB
StKyd1811,ThHardy1832,FromODNB
StLawre1775,ThSaund1775,FromODNB
StLawre1775,LdHalif,correspondents
StLeadb1766,ThSecke1768,FromODNB
StLeake1773,JoAnsti1744,FromODNB
StLeake1773,WiBowye1777,NicholsAnec
StLight1827,ThPicto1815,FromODNB
StLuke1829,ThBeddo1808,FromODNB
StLuke1829,WiPearc1820,FromODNB
StLushi1807,JuJacks1853,correspondents
StLushi1807,ThLewin1843,correspondents
StLushi1807,WaHasti1818,correspondents
StLushi1807,WiPitt1806,correspondents
StLushi1807,WiLushi1823,partners
StLushi1868,ThJames1804,FromODNB
StLushi1868,WiBenti1839,correspondents
StLushi1868,WiKnigh1836,correspondents
StLushi1873,ThBuxto1845,FromODNB
StLushi1873,ThCarr1829,FromODNB
StLushi1873,WiRothe1864,FromODNB
StLushi1873,ThBuxto1845,correspondents
StLushi1873,ThMusgr1860,correspondents
StMacgi1840,ThChalm1847,correspondents
StMarjo1863,ThCreev1838,correspondents
StMorri1800,WiBaill1782,FromODNB
StMorri1800,WiShirl1771,FromODNB
StPaxto1787,ThEbdon1811,FromODNB
StPolit1814,ThBewic1828,FromODNB
StPoole1931,SoPoole1891,FromODNB
StPorte1789,ThHolli1774,TravItaly
StPorte1789,EdHughe1794,correspondents
StPorte1789,LdDowns1,correspondents
StPoynt1750,LdHardw1,FromODNB
StPoynt1750,LdTowns2,correspondents
StPrice1840,WiMacre1873,FromODNB
StRigau1839,ThHorns1810,FromODNB
StRigau1839,WiTalbo1877,correspondents
StRigau1839,WiWhatt1835,correspondents
StRigau1839,WiWhewe1866,correspondents
StRobso1779,WiCurti1799,FromODNB
StRobso1779,WiCurti1799,correspondents
StShaw1802,FrBurde1844,FromODNB
StShaw1802,RoBurde1797,FromODNB
StShaw1802,SaWolfe1820,FromODNB
StShaw1802,WiSteve1800,FromODNB
StShaw1802,ThAstle1803,NicholsAnec
StShaw1802,ThSharp1841,correspondents
StSleec1765,StWesto1742,FromODNB
StStora1783,ThJones1803,FromODNB
StStora1783,ThLowe1783,FromODNB
StStora1783,ThJones1803,TravItaly
StStora1796,ThAttwo1838,FromODNB
StStora1796,ThLinle1795,FromODNB
StStora1796,ThJones1803,TravItaly
StSuliv1821,WaHasti1818,correspondents
StSwitz1745,WiStuke1765,FromODNB
StSwitz1745,WiToms1765,FromODNB
StSwitz1745,WiStuke1765,correspondents
StThorn1744,JoThorp1792,FromODNB
StTucke1827,ThJeffe1826,FromODNB
StWeldo1829,WiBlack1816,TravItaly
StWesto1742,ThHearn1735,FromODNB
StWesto1742,ThSherl1761,FromODNB
StWesto1742,ZaMudge1769,FromODNB
StWesto1742,WiBorla1772,NicholsAnec
StWesto1742,ZaMudge1769,correspondents
StWhiss1783,ToHeyri1782,NicholsAnec
StWhite1755,WiRiley1784,NicholsAnec
StWoulf1840,ThWyse1862,FromODNB
StWren1783,JoAmes1759,NicholsAnec
SuBlami1794,WiPaley1805,FromODNB
SuCibbe1766,ThArne1778,FromODNB
SuCibbe1766,ThCibbe1758,FromODNB
SuCibbe1766,WiSlope1789,FromODNB
SuCibbe1766,WiSmith1819,FromODNB
SuDunco1812,SuHighm1750,FromODNB
SuDunco1812,ThEdwar1757,FromODNB
SuDunco1812,WiDunco1769,FromODNB
SuDunco1812,WiJacks1789,NicholsAnec
SuFerri1854,WaScott,FromODNB
SuFerri1854,WiBlack1834,FromODNB
SuFerri1854,WaScott,correspondents
SuFerri1854,WiBlack1834,correspondents
SuFerri1854,WiPraed1839,correspondents
SuGibso1884,ThGibso1884,FromODNB
SuGibso1884,WiThack1863,FromODNB
SuGibso1884,WiHowit1879,correspondents
SuGrey1771,ThBaker1740,NicholsAnec
SuHighm1750,WiDunca1760,FromODNB
SuHighm1750,JaHarri1780,correspondents
SuKeck1755,ThBray1785,correspondents
SuMarti1810,ThMarti1840,partners
SuOBrie1827,WiOBrie1815,correspondents
SuOBrie1827,WiTalbo1877,correspondents
SuPhill1800,SaHoole1839,FromODNB
SuPhill1800,WiLock1810,FromODNB
SuPowle1835,WiCowpe1800,FromODNB
SuTaylo1823,BaMonta1851,FromODNB
SuTaylo1823,ThBeevo1820,FromODNB
SuTaylo1823,WiEnfie1797,FromODNB
SuTaylo1823,WiTaylo1836,FromODNB
SuWemys1835,LyColch1,TravItaly
SuWesle1742,ThMaxfi1784,FromODNB
SuWesle1742,WeHall1776,FromODNB
SwHolla1827,ThBarin1873,FromODNB
SwHolla1827,ThBarin1848,partners
SwToone1835,WiBenti1839,correspondents
SyCotto1874,ChNapie1853,FromODNB
SyDobel1874,ThBayne1887,FromODNB
SyDobel1874,ThMasse1907,FromODNB
SyDobel1874,ThCarly1881,correspondents
SyDobel1874,WiChamb1883,correspondents
SyEdwar1819,WiCurti1799,FromODNB
SyEdwar1819,WiSkelt1848,FromODNB
SyNevil1840,ThJenki1798,TravItaly
SyNevil1840,WiHamil1803,TravItaly
SyNevil1840,ThBlack1782,correspondents
SyNevil1840,ThSande1840,correspondents
SyParki1771,ThPenna1798,FromODNB
SySmirk1877,ThLethb1849,FromODNB
SySmirk1877,EdLands1873,correspondents
SySmirk1877,WiFergu1877,correspondents
SySmirk1877,WiOrmsb1860,correspondents
SySmith1845,CaCrowe1872,FromODNB
SySmith1845,LyHolla3,FromODNB
SySmith1845,ThSingl1842,FromODNB
SySmith1845,WiGodda1845,FromODNB
SySmith1845,WiMarkh1807,FromODNB
SySmith1845,WiSpenc1834,FromODNB
SySmith1845,CaSmith1852,correspondents
SySmith1845,RoSmith1845,correspondents
SySmith1845,SaHolla1866,correspondents
SySmith1845,ThCreev1838,correspondents
SySmith1845,ThGrenv1846,correspondents
SySmith1845,ThLewis1865,correspondents
SySmith1845,ThListe1842,correspondents
SySmith1845,ThMoore1852,correspondents
SySmith1845,ThMusgr1860,correspondents
SySmith1845,ThSingl1842,correspondents
SySmith1845,WiChamb1855,correspondents
SySmith1845,WiHarne1869,correspondents
SySmith1845,WiWhewe1866,correspondents
TaCombe1826,WiAlexa1816,FromODNB
TaMende1811,LdGrant1,TravItaly
TaMende1811,ThPatch1782,TravItaly
TaRobin1748,WiWotto1727,FromODNB
TaRobin1748,WiWotto1727,NicholsAnec
TaWhite1772,JoHeath1759,correspondents
TaWilki1803,ThGiord1806,FromODNB
TaWilki1803,ThHarri1820,FromODNB
TaWilki1803,ThKnigh1820,FromODNB
TaWilki1803,WiChaig1781,FromODNB
TaWilki1803,WiDimon1812,FromODNB
TaWilki1803,WiLewis1811,FromODNB
TeCorne1797,ThChipp1823,FromODNB
TeCorne1797,WiThomp1800,FromODNB
TeCroke1790,WiHuggi1761,FromODNB
TeStany1752,ThBurne1753,correspondents
TeStany1752,WiWake1737,correspondents
TeWest1757,ThMathe1751,FromODNB
ThAbney1722,ThAbney1750,FromODNB
ThAclan1871,WiCotto1866,FromODNB
ThAclan1871,WiGlads1898,correspondents
ThAclan1871,WiHooke1865,correspondents
ThAclan1871,WiWilbe1833,correspondents
ThAdam1784,JoThorn1790,FromODNB
ThAddis1860,ThBatem1821,FromODNB
ThAinsw1824,WiAinsw1882,FromODNB
ThAird1876,ThCarly1881,FromODNB
ThAllan1833,WiBurn1870,FromODNB
ThAllas1852,WiAtkin1839,FromODNB
ThAllas1852,WiCooke1855,FromODNB
ThAllso1880,WiCobbe1835,FromODNB
ThAllso1880,WiHazli1830,FromODNB
ThAllso1880,WiHazli1830,correspondents
ThAlsag1846,ThBarne1841,FromODNB
ThAlsag1846,WiDelan1857,FromODNB
ThAlsag1846,WiHazli1830,FromODNB
ThAlsag1846,WiAyrto1858,correspondents
ThAlsto1714,GeDashw1758,TravItaly
ThAmory1774,WiHarri1770,FromODNB
ThAmory1774,WiHazli1820,FromODNB
ThAmory1774,WiWisha1753,FromODNB
ThAmory1788,WiTurne1794,FromODNB
ThAmyot1850,WiThoms1885,FromODNB
ThAmyot1850,WiWindh1810,FromODNB
ThAmyot1850,ThCroke1854,correspondents
ThAmyot1850,WiPatti1848,correspondents
ThAmyot1850,WiWindh1810,correspondents
ThAngus1788,ThBewic1828,NicholsAnec
ThAngus1788,ThRobso1788,partners
ThAnson1773,ThJenki1798,TravItaly
ThAnson1773,WiMytto1746,TravItaly
ThAnson1773,NaKent1810,correspondents
ThAnson1773,ThJenki1798,correspondents
ThApper1814,WaWynn1789,FromODNB
ThApper1814,HoMann1814,TravItaly
ThApper1814,WaWynn1789,TravItaly
ThApper1814,WiHamil1803,TravItaly
ThArbut1849,ThPicto1815,FromODNB
ThArche1743,DuShrew1,FromODNB
ThArne1778,ThCibbe1758,FromODNB
ThArne1778,ThLowe1783,FromODNB
ThArne1778,WiFesch1761,FromODNB
ThArne1778,WiMason1797,FromODNB
ThArnol1816,WiCulle1790,FromODNB
ThArnol1842,ThHughe1896,FromODNB
ThArnol1842,ThPenro1862,FromODNB
ThArnol1842,WaHamil1869,FromODNB
ThArnol1842,WiChurt1828,FromODNB
ThArnol1842,WiGodda1845,FromODNB
ThArnol1842,WiHull1873,FromODNB
ThArnol1842,WiWords1850,FromODNB
ThArnol1842,ChBunse1860,correspondents
ThArnol1842,LdHowe,correspondents
ThArnol1842,LyCavan7,correspondents
ThArnol1842,ThCarly1881,correspondents
ThArnol1842,ThEllis1861,correspondents
ThArnol1842,ThPasle1884,correspondents
ThArnol1842,WiEmpso1852,correspondents
ThArnol1842,WiHull1873,correspondents
ThArnol1842,WiOtter1840,correspondents
ThArnol1842,WiTooke1863,correspondents
ThArnol1842,WiWords1850,correspondents
ThArnol1877,ThHogg1862,FromODNB
ThArnol1877,ThPeaco1866,FromODNB
ThArnol1877,ThPeaco1866,correspondents
ThAshto1775,ThGray1771,FromODNB
ThAshto1775,HoWalpo1797,NicholsAnec
ThAshto1775,ThGray1771,correspondents
ThAstle1803,ChRoger1784,NicholsAnec
ThAstle1803,ThMarti1771,NicholsAnec
ThAstle1803,TrNash1811,NicholsAnec
ThAtkin1798,ThGasco1810,FromODNB
ThAtkin1798,WiConst1791,FromODNB
ThAttwo1775,ThBaldw1820,FromODNB
ThAttwo1838,ThHolcr1809,FromODNB
ThAttwo1838,ThWalmi1866,FromODNB
ThAttwo1838,WiHorsl1858,FromODNB
ThAttwo1856,WiCobbe1835,FromODNB
ThAttwo1856,WiTalbo1877,correspondents
ThAubin1844,LdWestm11,correspondents
ThAylwa1801,WiDance1840,FromODNB
ThBabin1837,ThGisbo1846,FromODNB
ThBabin1837,ThMacau1859,FromODNB
ThBabin1837,WiBull1814,FromODNB
ThBabin1837,WiWilbe1833,FromODNB
ThBabin1837,ZaMacau1838,FromODNB
ThBabin1837,ThChalm1847,correspondents
ThBabin1837,ThGisbo1846,correspondents
ThBabin1837,ThMacau1859,correspondents
ThBabin1837,WiEvans1856,correspondents
ThBabin1837,WiWilbe1833,correspondents
ThBabin1837,ZaMacau1838,correspondents
ThBabin1871,ZaMacau1838,FromODNB
ThBaker1740,JoBagfo1716,FromODNB
ThBaker1740,ThHearn1735,FromODNB
ThBaker1740,ThRawli1725,FromODNB
ThBaker1740,ThTanne1735,FromODNB
ThBaker1740,WhKenne1728,FromODNB
ThBaker1740,WiRicha1775,FromODNB
ThBaker1740,ZaGrey1766,FromODNB
ThBaker1740,ThHearn1735,NicholsAnec
ThBaker1740,ThMarti1771,NicholsAnec
ThBaker1740,ThTudwa1726,NicholsAnec
ThBaker1740,TiCutle1765,NicholsAnec
ThBaker1740,WhKenne1728,NicholsAnec
ThBaker1740,WiBaker1733,NicholsAnec
ThBaker1740,ZaGrey1766,NicholsAnec
ThBaker1740,ThHearn1735,correspondents
ThBaker1740,ThMarti1771,correspondents
ThBaker1740,ThRawli1725,correspondents
ThBaker1740,ThTanne1735,correspondents
ThBaker1740,WhKenne1728,correspondents
ThBaker1740,ZaGrey1766,correspondents
ThBaldw1820,ThJohne1816,FromODNB
ThBalgu1795,George3,FromODNB
ThBalgu1795,ThGray1771,FromODNB
ThBalgu1795,WiMason1797,FromODNB
ThBalgu1795,WiPowel1775,FromODNB
ThBalgu1795,WiWarbu1779,FromODNB
ThBalgu1795,WiMason1797,NicholsAnec
ThBalgu1795,WiPowel1775,NicholsAnec
ThBalgu1795,WiWarbu1779,NicholsAnec
ThBalgu1795,WiWhite1785,NicholsAnec
ThBalgu1795,ThWarto1790,correspondents
ThBalgu1795,WiWarbu1779,correspondents
ThBancr1811,LdCaSte1,FromODNB
ThBancr1811,WiCleav1815,FromODNB
ThBanks1805,AlDay1841,FromODNB
ThBanks1805,HeTresh1814,FromODNB
ThBanks1805,ThJohne1816,FromODNB
ThBanks1805,ThJones1803,FromODNB
ThBanks1805,ThNewto1782,FromODNB
ThBanks1805,WaHasti1818,FromODNB
ThBanks1805,WiMulre1863,FromODNB
ThBanks1805,ThJohne1816,TravItaly
ThBanks1805,ThJones1803,TravItaly
ThBanks1805,WiPars1782,TravItaly
ThBanks1805,WiSandy1816,TravItaly
ThBanks1854,ThPhill1872,correspondents
ThBarbe1785,ThMarti1771,NicholsAnec
ThBarin1848,ThShort1872,FromODNB
ThBarin1848,WiColli1847,correspondents
ThBarin1873,ChBarin1879,FromODNB
ThBarin1873,LdNorth,FromODNB
ThBarin1873,LdHalif,correspondents
ThBarin1873,LdNorth,correspondents
ThBarke1809,ThWhite1797,FromODNB
ThBarke1809,WiWhist1752,FromODNB
ThBarke1809,WiHarro1819,NicholsAnec
ThBarke1809,WiWhist1752,NicholsAnec
ThBarke1847,ThWhall1828,FromODNB
ThBarna1752,LdBrist1,FromODNB
ThBarna1806,WiBarna1768,FromODNB
ThBarne1810,ThHenry1816,FromODNB
ThBarne1810,ThPerci1804,FromODNB
ThBarne1810,WiSteve1829,FromODNB
ThBarne1841,ThMitch1845,FromODNB
ThBarne1841,WiHazli1830,FromODNB
ThBarne1841,WiMagin1842,FromODNB
ThBarne1841,WiThack1849,FromODNB
ThBayle1802,ThPerci1804,FromODNB
ThBayle1802,WiWickh1840,correspondents
ThBayly1839,GeThoma1815,FromODNB
ThBayly1839,RiBentl1871,FromODNB
ThBayly1839,ThHook1841,FromODNB
ThBayly1839,ThPhill1841,FromODNB
ThBayly1839,WiKinse1851,FromODNB
ThBayly1839,WiMacre1873,FromODNB
ThBayly1839,ThCroke1854,correspondents
ThBayly1839,ThHook1841,correspondents
ThBayly1839,ThMoore1852,correspondents
ThBayly1839,WiKinse1851,correspondents
ThBayly1839,WiMagin1842,correspondents
ThBayly1839,WiPraed1839,correspondents
ThBayly1839,WiWords1850,correspondents
ThBayne1887,ThHuxle1895,FromODNB
ThBayne1887,WiHamil1856,FromODNB
ThBeach1806,George4,FromODNB
ThBeach1806,LdDorch1,FromODNB
ThBeaum1848,WiOrd1855,correspondents
ThBeckw1831,WiErski1813,FromODNB
ThBeddo1808,ThBeddo1849,FromODNB
ThBeddo1808,ThWedgw1805,FromODNB
ThBeddo1808,WiCulle1790,FromODNB
ThBeddo1808,WiThoms1806,FromODNB
ThBeddo1849,ThKelsa1872,FromODNB
ThBedfo1773,ThBrett1744,FromODNB
ThBedfo1773,ThDeaco1753,FromODNB
ThBedfo1773,ThRud1733,FromODNB
ThBedfo1773,WiBowye1777,NicholsAnec
ThBedfo1773,ThBrett1744,correspondents
ThBedfo1773,ThHearn1735,correspondents
ThBedfo1773,WiBowye1777,correspondents
ThBeigh1844,WiMilne1822,FromODNB
ThBell1880,WiYarre1856,FromODNB
ThBell1880,WiClift1849,correspondents
ThBell1880,WiHooke1865,correspondents
ThBell1880,WiSwain1855,correspondents
ThBell1880,WiWickh1840,correspondents
ThBella1843,ThDermo1802,correspondents
ThBella1843,ThWard1835,partners
ThBelsh1829,ThLinds1808,FromODNB
ThBelsh1829,ThMadge1870,FromODNB
ThBelsh1829,ThNorga1859,FromODNB
ThBelsh1829,TiKenri1804,FromODNB
ThBelsh1829,WiField1851,FromODNB
ThBelsh1829,WiHazli1830,FromODNB
ThBelsh1829,WiMill1853,FromODNB
ThBelsh1829,WiRathb1868,FromODNB
ThBelsh1829,WiSheph1847,FromODNB
ThBelsh1829,WiSmith1835,FromODNB
ThBelsh1829,WiSteve1829,FromODNB
ThBelsh1829,WiSturc1838,FromODNB
ThBelsh1829,ThLinds1808,correspondents
ThBenne1728,ThTanne1735,correspondents
ThBenne1818,WiBowye1777,NicholsAnec
ThBensl1835,GeWoodf1844,FromODNB
ThBensl1835,RoBowye1834,FromODNB
ThBensl1835,ThCadel1836,FromODNB
ThBensl1835,ThHood1811,FromODNB
ThBensl1835,ThLongm1797,FromODNB
ThBensl1835,ThLongm1842,FromODNB
ThBensl1835,ThMackl1800,FromODNB
ThBensl1835,ThPeaco1866,FromODNB
ThBensl1835,ThVerno1793,FromODNB
ThBensl1835,WiBulme1830,FromODNB
ThBensl1835,WiDavie1820,FromODNB
ThBensl1835,WiHunti1813,FromODNB
ThBentl1780,WiHamil1803,FromODNB
ThBentl1780,SaPegge1796,partners
ThBerna1818,WiSothe1833,FromODNB
ThBerna1818,WiWilbe1833,FromODNB
ThBerna1818,WiLee1799,correspondents
ThBerti1825,ThTroub1807,FromODNB
ThBerti1825,WiDicks1803,FromODNB
ThBette1710,ThDogge1721,FromODNB
ThBette1710,ThSkipw1710,FromODNB
ThBette1710,WiCongr1729,FromODNB
ThBette1710,WiCorbe1748a,FromODNB
ThBewic1828,ThSaint1788,FromODNB
ThBewic1828,WiBulme1830,FromODNB
ThBewic1828,WiCharn1803,FromODNB
ThBewic1828,WiCraig1829,FromODNB
ThBewic1828,WiHarve1866,FromODNB
ThBewic1828,WiYarre1856,FromODNB
ThBewic1828,WiHutch1814,NicholsAnec
ThBewic1828,JaPolla1867,correspondents
ThBewic1828,SoHodgs1800,correspondents
ThBewic1828,ThPenna1798,correspondents
ThBewic1828,WaTreve1879,correspondents
ThBewic1828,WiBulme1830,correspondents
ThBewic1828,WiSharp1824,correspondents
